CodigoProducto,Producto,Categoria,Precio
ZLND-86025282,"Portátil - MSI Prestige 14 A10RB-020ES, 14 "" FHD, Intel® Core™ i7-10510U, 16GB, 1TB SSD, MX250, W10Pro, Blanco",Portátiles i7,1399.0
OUHE-84652015,"Portátil gaming - Asus ROG Zephyrus M15 GU502LW-AZ037T, 15.6"" FHD, i7-10750H, 16GB RAM, 512GB SSD, RTX2070,W10",Portátiles i7,1649.0
GJZU-75634909,"Convertible 2 en 1 - Lenovo Yoga 920-13IKB, 13.9""4K, Intel® Core™ i7-8550U,16GB, 1TB, Graphics 620, W 10 Home",Portátiles i7,1699.0
ARRM-32731405,"Portátil gaming - MSI GL65 Leopard 10SFSK-450ES, 15.6"" FHD, Intel® Core™ i7-10750H,16GB,1TB,RTX2070 Super,W10",Portátiles i7,1599.0
ONEL-29069744,"Convertible 2 en 1 - Microsoft Book 3, 15"", Intel® Core™ i7-1065G7, 16 GB, 256 GB, GTX1660 Ti, W10 Home, Plata",Portátiles i7,2599.0
MMMT-57212789,"Portátil gaming - MSI GL65 Leopard 10SFR-466XES, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB, RTX2070, FDOS",Portátiles i7,1449.0
GHOL-20050389,"Portátil - Lenovo Yoga S940-14IIL, 14"" UHD 4K, Intel® Core™ i7-1065G7, 16 GB, 1 TB SSD, Windows 10 Home, Gris",Portátiles i7,1999.0
UUIL-22767081,"Portátil gaming - MSI Creator 17M A10SD 211ES, 17"" FHD, Intel® Core™ i7-10750H, 32GB, 1TB SSD, GTX 1660Ti, W10",Portátiles i7,1735.0
AEDA-04811622,"Portátil - Lenovo Yoga S740-14IIL, 14"" UHD 4K, Intel® Core™ i7-1065G7,16GB, 1TB SSD, GeForce MX250, W 10 Home",Portátiles i7,1653.0
RDJS-52196210,"Portátil gaming - ASUS ROG Strix G15 G512LV-HN090, 15.6"", i7-10750H, 16 GB RAM, 1 TB SSD, RTX™ 2060, FreeDOS",Portátiles i7,1149.0
ISNR-54178270,"Portátil gaming - MSI GL65 10SDK-032es, 15.6"" FHD, Intel® Core™ i7-10750H, 16GB, 1TB SSD, GTX1660 Ti, FreeDOS",Portátiles i7,1356.0
HUGG-62460410,"Portátil - LG 15U70N-P.AA78B, 15.6'' Full-HD, Intel® Core™ i7-10510U, 16 GB, 512 GB SSD, W10 Home, Gris",Portátiles i7,1199.0
GFTR-23976123,"REACONDICIONADO Portátil gaming - Gigabyte Aero15, 15.6"" 4K, Intel® Core™ i7-8750H, 32GB, 1TB SSD, RTX 2070",Portátiles i7,2203.24
TZPN-44619400,"Portátil gaming - Asus ROG Zephyrus S17 GX701LWS-EV029T, 17.3"",  i7-10750H, 32 GB RAM, 1 TB SSD, RTX 2070, W10",Portátiles i7,2299.0
JIHZ-58937637,"Portátil - Lenovo Yoga 910-13IKB, 13.9"" Full HD, Intel® Core™ i7-7500U, 8 GB RAM, 512 GB SSD, Gris",Portátiles i7,1699.0
GBLM-34855743,"Portátil - Asus ProArt StudioBook Pro17 J700G3T-AV103R, 17"", i7-9750H, 32GB, 1TB, NVIDIA® Quadro® RTX 3000,W10",Portátiles i7,2799.0
MMFT-70581981,"Portátil gaming - Acer PH717-72-766P, 17.3"" FHD, Intel® Core™ i7-10875H, 32GB RAM, 1024GB SSD, RTX2070, W10",Portátiles i7,3318.0
KCBU-77902735,"Portátil gaming - Asus ROG Zephyrus M15 GU502LW-HN071T, 15.6"" FHD, i7-10750H, 16GB RAM, 1TB SSD, RTX 2070, W10",Portátiles i7,1749.0
LADL-96610429,"Portátil gaming- Asus ROG Zephyrus M15 GU502LW-HN070T, 15.6"", i7-10750H, 16 GB RAM, 512 GB SSD, RTX™ 2070, W10",Portátiles i7,1649.0
KZAH-94287841,"Portátil - Dynabook Satellite Pro L50-G-1JL, 15.6"" FHD, Intel®Core™ i7-10710U, 16GB, 1TB+256GB SSD, MX250, W10",Portátiles i7,1308.0
PIZO-68543963,"Portátil - MSI Creator 15 A10SDT-065ES, 15.6"" Full-HD, Intel® Core™ i7-10750H, 32 GB, 1TB SSD, GTX1660Ti",Portátiles i7,1799.0
EOOD-51802225,"MacBook Air Apple MGN63Y/A, 13.3"" Retina, Apple Silicon M1, 8 GB, 256 GB SSD, MacOS, Gris espacial",Portátiles Apple,1049.0
IZMC-24608377,"Apple MacBook Pro (2020) MWP42Y/A, 13'' Retina, Intel® Core™i5 10ª gen., 16GB, 512GB SSD, MacOS, Gris espacial",Portátiles Apple,1777.0
EJTM-86938889,"Apple MacBook Pro (2020) MWP52Y/A, 13'' Retina, Intel® Core™i5 10ª gen., 16GB, 1TB SSD, MacOS, Gris espacial",Portátiles Apple,1999.0
LGTS-54409879,"MacBook Air Apple MGND3Y/A, 13.3"" Retina, Apple Silicon M1, 8 GB, 256 GB SSD, MacOS, Oro",Portátiles Apple,1129.0
NIIH-68733033,"Apple MacBook Pro (2019),Retina 16"",Intel® Core™ i7, 16GB, 512GB SSD,AMD Radeon Pro 5300M,MacOS, Gris espacial",Portátiles Apple,2623.0
BLPR-29005171,"Apple MacBook Pro (2020) MWP72Y/A, 13'' Retina, Intel® Core™ i5 10ª gen., 16 GB, 512 GB SSD, MacOS, Plata",Portátiles Apple,1879.0
FLDO-51570654,"MacBook Pro Apple, 13.3"" Retina, Apple Silicon M1, 16 GB, 512 GB SSD, MacOS, Gris espacial",Portátiles Apple,1909.0
BMUT-81259162,"Apple MacBook Pro (2020) MWP82Y/A, 13'' Retina, Intel® Core™ i5 10ª gen., 16 GB, 1 TB SSD, MacOS, Plata",Portátiles Apple,2299.0
TLAM-72565058,"Apple MacBook Pro (2019), Retina 16"", Intel® Core™ i7, 16GB, 512GB SSD, AMD Radeon Pro 5300M, MacOS, Plata",Portátiles Apple,2429.0
AJNB-14152345,"MacBook Air Apple Z11B6, 13.3"" Retina, Apple Silicon M1, 16 GB, 1 TB SSD, MacOS, Gris espacial",Portátiles Apple,2139.0
